relative_position_r,relative_position_t,relative_position_n,relative_velocity_r,relative_velocity_t,relative_velocity_n,miss_distance
7.7,24644.5,-25079.3,-20.0,-7675.3,-7543.4,35161.0
-12.9,-24855.2,-24172.6,34.5,-7385.8,7595.6,34671.0
-1677.4,3761.1,4185.7,-44.8,-8605.2,7710.8,5871.0
126.8,-20995.6,49564.1,-15.0,-12635.3,-5351.5,53827.0
45.0,2749.3,3258.8,-3.6,-8740.3,7385.3,4263.0
105.8,62.7,-84.7,-18.2,-9331.8,-7320.9,149.0
93.1,-786.6,-1795.1,12.8,-12489.6,5472.5,1962.0
-1342.7,7143.3,-37455.6,-9.1,-14657.1,-2796.1,38154.0
-146.8,6775.2,-2854.1,-16.4,-2266.7,-5382.4,7353.0
72.6,-982.6,-4923.1,7.4,-14540.3,2904.4,5020.0
-50.9,23700.5,20343.6,-82.8,-6377.4,7429.9,31234.0
274.0,3193.2,3279.6,30.5,-7704.0,7498.7,4585.0
1068.4,8117.8,24229.0,15.3,-13493.4,4518.5,25575.0
173.1,31007.9,-11796.4,-93.3,-1881.8,-4947.7,33176.0
-234.3,-148.1,-1454.0,0.7,-14975.9,1508.5,1480.0
136.2,-17990.8,-9631.7,44.7,-3352.4,6261.7,20407.0
-1296.1,-32428.5,-6549.6,0.8,-579.9,2870.7,33108.0
489.3,-9512.9,-2684.6,65.9,-1100.5,3913.0,9896.0
-310.9,25.4,-156.5,30.9,-14540.7,-2246.6,348.0
-5.8,3761.9,1215.4,-26.1,-1429.8,4424.2,3953.0
344.7,-7288.9,-31507.8,-13.9,-14456.8,3345.3,32341.0
259.9,-281.3,2769.3,-3.9,-14925.5,-1531.3,2795.0
-392.7,13840.3,-381.2,-12.7,-33.1,-1186.4,13851.0
1551.7,4118.0,15995.1,-3.7,-14240.3,3667.7,16589.0
484.1,6975.8,2142.4,2.0,-1244.8,4052.8,7313.0
-250.0,2200.1,-20706.6,-22.7,-15059.9,-1602.8,20824.0
13.3,-10959.9,3527.1,11.1,-1400.8,-4352.0,11513.0
-161.5,9938.2,-20848.0,-8.9,-12243.0,-5836.0,23096.0
-1612.5,2273.2,45583.8,9.7,-15169.5,757.8,45668.0
-1301.1,-23915.7,14798.6,26.4,-4207.7,-6798.7,28154.0
-387.8,-36993.7,33552.9,58.2,-6765.0,-7457.4,49944.0
339.8,-8824.2,8295.4,104.1,-7070.2,-7526.5,12115.0
259.5,-9163.0,-875.6,22.5,-118.9,1250.6,9208.0
-1552.8,2409.5,-9141.4,15.1,-13987.0,-3685.9,9580.0
297.7,6830.2,5873.9,-3.0,-6327.6,7359.2,9013.0
-1338.6,-422.9,90.9,1.8,-696.0,-3186.1,1406.0
-1570.4,-14947.5,-5425.1,78.8,-1882.6,5164.7,15978.0
713.4,7535.3,-14668.0,9.5,-11862.4,-6095.5,16505.0
-275.1,37246.6,12866.1,-50.5,-1601.1,4634.5,39407.0
-243.3,1016.8,-11691.3,-4.9,-15150.7,-1316.5,11737.0
284.8,-1767.3,5015.3,-163.6,-13357.5,-4686.7,5325.0
319.5,13406.9,-11290.7,-14.8,-6248.2,-7419.2,17530.0
461.3,-4033.5,-30187.4,-1.4,-14929.8,1992.9,30459.0
96.4,-491.2,-102.0,-39.5,-661.9,3136.1,510.0
233.4,-355.4,1610.2,37.3,-14156.6,-3109.3,1665.0
946.1,-7530.3,-4530.7,7.9,-4042.5,6724.1,8839.0
-1410.5,1039.0,815.7,-22.9,-5759.6,7276.6,1932.0
190.5,-9006.3,-4050.5,16.3,-2564.4,5704.5,9877.0
181.3,14174.0,7391.5,-8.4,-3228.9,6190.6,15986.0
431.7,-472.7,-2357.4,-35.9,-14303.9,2867.9,2442.0
1404.2,-4563.3,3373.9,13.6,-5298.1,-7169.4,5846.0
139.6,798.8,-83.1,-32.7,-96.6,-986.4,815.0
699.9,-3424.6,5330.2,2.8,-10738.8,-6907.2,6374.0
31.7,79.0,-113.4,1.0,-10360.7,-7137.8,141.0
-558.3,-234.7,-1705.3,21.4,-14725.7,2039.4,1809.0
216.6,40194.1,19692.9,-47.1,-2943.9,6009.0,44759.0
452.4,-18985.2,-39255.1,24.5,-12175.8,5889.3,43607.0
191.9,-30.3,-269.6,34.0,-14841.3,1602.2,332.0
193.5,27118.5,-28356.3,-21.8,-7844.6,-7501.9,39236.0
65.3,2705.4,-15323.5,-8.6,-14638.6,-2585.0,15560.0
123.6,-11928.7,265.2,9.8,-14.9,-673.0,11932.0
-514.8,1079.0,23563.4,11.2,-15185.4,694.6,23593.0
-66.7,3839.8,-5600.3,-3.2,-10387.1,-7127.6,6790.0
-26.6,-17477.3,16853.5,15.9,-7253.2,-7522.4,24279.0
-304.5,9517.3,-12951.3,-18.0,-9750.5,-7166.2,16075.0
103.8,-28888.7,-11658.7,3.3,-2113.5,5237.0,31152.0
919.6,-1158.3,17770.9,-31.2,-14950.1,-970.7,17832.0
-1188.0,18563.2,23599.9,-16.5,-9255.1,7280.2,30049.0
4.8,11455.5,-25497.3,-26.8,-12541.4,-5634.7,27952.0
31.7,-27085.5,-5277.0,-26.4,-541.8,2780.4,27594.0
-1629.5,-697.1,-2506.2,-21.3,-13900.2,3868.8,3069.0
-27.1,11753.6,9366.6,-4.3,-5851.6,7345.3,15029.0
14.8,239.1,1021.7,82.0,-14104.4,3354.5,1049.0
113.5,-10.5,-385.4,28.4,-15083.4,517.5,401.0
-148.0,13432.2,-20394.2,-35.8,-10508.8,-6919.2,24420.0
350.6,-1514.5,468.1,10.3,-1325.1,-4284.8,1623.0
404.7,-262.7,-2073.6,5.0,-14870.4,1886.4,2128.0
209.5,-194.9,2363.5,-6.9,-15016.1,-1253.9,2380.0
-52.4,4156.1,-9645.1,-6.7,-12841.9,-5537.8,10502.0
349.8,-851.6,8344.7,9.1,-14866.4,-1512.2,8395.0
-1071.7,25827.9,-47001.4,-34.6,-11544.1,-6342.5,53641.0
-684.5,13045.1,-44857.5,-4.2,-13763.3,-4002.1,46720.0
101.2,2233.3,-1731.3,30.5,-5633.8,-7274.3,2827.0
-28.3,1480.2,2568.5,-7.9,-11305.7,6516.0,2964.0
1723.9,-17374.0,3905.7,-166.4,-799.9,-3485.3,17890.0
181.5,24967.8,14208.0,-21.7,-3672.5,6454.4,28727.0
-59.2,2896.8,3668.7,-71.3,-9376.6,7413.1,4674.0
789.9,-1709.7,-11200.6,-84.4,-14855.4,2261.5,11357.0
536.7,-6125.7,-40410.0,6.5,-14946.9,2264.7,40875.0
-250.3,1022.0,-11712.5,-4.9,-15150.7,-1316.5,11759.0
305.8,1043.0,-25819.3,63.6,-14966.3,-605.5,25842.0
-175.2,863.2,6503.5,-29.5,-14663.7,1946.1,6562.0
-26.6,1079.1,-6994.3,-12.1,-14647.5,-2254.4,7077.0
412.3,4521.9,6523.3,-22.9,-10063.1,6971.5,7948.0
-213.3,4096.8,1405.1,-74.1,-1569.6,4565.7,4336.0
-878.1,16644.1,47948.4,-60.3,-13431.2,4660.5,50762.0
1386.1,651.0,3939.1,15.6,-14830.1,2456.4,4226.0
88.2,-197.7,-3401.3,-2.8,-15212.8,884.4,3408.0
464.4,23803.1,-26208.7,157.9,-8229.4,-7472.4,35407.0
-180.4,-14249.9,13996.3,15.8,-7480.4,-7615.7,19974.0
-977.2,-16479.7,-4271.0,17.2,-944.8,3641.3,17052.0
-883.5,7909.1,19838.0,-143.0,-13152.2,5236.4,21374.0
-325.1,18636.1,-7032.7,-46.0,-1865.3,-4941.1,19921.0
279.6,2743.4,17655.7,86.0,-14768.0,2292.2,17869.0
-705.0,41479.0,-20353.1,-39.4,-2920.9,-5951.3,46208.0
-33.7,6613.1,1978.7,-5.1,-1246.7,4167.9,6902.0
94.4,7586.1,-2251.2,-7.6,-1211.2,-4083.1,7913.0
-1206.7,12240.3,49845.9,-33.8,-14082.8,3456.3,51340.0
-11.1,870.1,-778.4,1.8,-6676.9,-7478.2,1167.0
-672.4,-1035.3,-4656.0,-27.9,-14588.7,3238.5,4816.0
199.2,162.6,1040.2,393.6,-14718.7,2256.8,1071.0
-1454.5,5501.0,-9966.7,-264.5,-11428.8,-6269.6,11476.0
-61.3,24465.2,-11607.2,-63.8,-2779.7,-5858.0,27079.0
-377.4,2648.2,-17331.6,-93.7,-14664.7,-2235.1,17536.0
-731.1,-10099.9,-8063.6,-5.7,-5836.8,7310.9,12944.0
1224.0,-19676.4,12187.2,11.4,-4233.1,-6836.8,23177.0
-745.0,29695.2,43345.8,-345.0,-10277.8,7034.2,52547.0
16.9,-27041.2,19869.0,24.5,-5368.3,-7305.6,33555.0
117.8,13440.1,8551.4,-72.0,-4354.0,6842.8,15930.0
-923.4,27163.6,29248.1,-58.2,-8201.8,7615.3,39926.0
-251.6,-16952.4,-25723.5,-40.5,-10408.9,6860.2,30808.0
-834.8,5447.7,11310.9,-61.9,-12196.5,5865.2,12582.0
1310.5,8037.4,-11399.1,-8.6,-10017.5,-7062.6,14009.0
15.8,1392.1,28070.4,20.9,-15189.1,752.4,28104.0
286.3,-91.3,204.1,-11.5,-12535.2,-5661.4,363.0
259.7,-5289.5,247.2,11.9,-47.5,-1027.9,5301.0
-244.8,-11728.8,9762.9,-0.8,-6166.5,-7409.5,15262.0
1840.1,-37455.5,39970.7,29.9,-7985.1,-7484.8,54808.0
-914.5,30575.5,-46439.6,-6.7,-10454.5,-6882.9,55608.0
-356.3,-12972.1,-11566.1,124.4,-6618.9,7419.8,17383.0
-2.3,-8189.2,-4873.4,-1.1,-3887.1,6534.9,9529.0
-186.6,20190.7,21506.7,-46.9,-8103.7,7608.4,29499.0
243.7,-9384.5,-2718.8,31.4,-1133.6,3916.4,9773.0
351.6,-7261.1,17145.1,106.7,-12789.5,-5419.5,18622.0
948.1,-17084.8,-3391.1,-85.5,-629.2,3146.0,17443.0
-233.0,18731.5,-18438.4,-33.0,-7337.7,-7454.1,26284.0
-72.5,22010.4,20602.4,-38.7,-6975.3,7453.1,30148.0
1768.8,-19464.6,9063.2,23.2,-2705.6,-5815.3,21543.0
-132.9,43377.8,14206.0,-66.8,-1513.7,4621.2,45644.0
-523.4,-892.2,286.3,25.1,-1443.4,-4431.2,1073.0
-1374.6,-5877.4,6793.8,15.7,-8579.5,-7415.9,9087.0
1828.0,-8593.9,31937.1,-59.7,-14222.1,-3823.8,33123.0
9.4,18843.2,-7500.9,-50.9,-2048.1,-5145.4,20281.0
-829.3,3982.0,-18621.6,49.2,-14289.8,-3056.4,19060.0
234.4,-26593.4,-1031.6,3.5,-22.9,591.3,26614.0
792.8,-14123.1,7079.4,18.3,-3051.8,-6091.9,15817.0
604.5,-2336.3,-17567.4,-3.3,-14932.6,1983.1,17732.0
53.9,27045.5,19777.4,-38.8,-5246.7,7174.0,33505.0
-841.4,-7068.2,-1449.9,46.7,-622.8,3010.4,7264.0
1249.3,8979.7,-41774.2,-6.7,-14522.3,-3122.2,42746.0
-275.9,9255.6,11833.9,-3.1,-9366.2,7322.8,15026.0
173.5,-11489.8,-19061.5,30.3,-11005.9,6634.1,22257.0
-391.3,-9450.2,538.1,6.0,33.4,591.2,9473.0
47.1,-283.6,1058.1,72.6,-13802.1,-3723.8,1096.0
-127.4,-7718.6,-1764.9,135.3,-716.8,3124.5,7918.0
239.9,20075.9,18158.0,95.0,-6784.2,7498.7,27070.0
273.7,-8228.2,-18409.5,36.6,-12462.7,5572.8,20166.0
-162.7,12500.2,9696.1,-7.6,-5726.7,7380.7,15820.0
66.2,-10608.3,23726.4,56.2,-12491.2,-5585.6,25990.0
459.4,-1050.0,680.2,-38.8,-4546.3,-7014.9,1332.0
-1429.2,-6048.3,20605.0,1.2,-13908.3,-4084.6,21521.0
334.3,-1093.5,-14900.0,-18.4,-14962.2,1098.7,14943.0
50.8,-195.9,243.3,-126.9,-9210.0,-7486.7,316.0
301.1,466.8,-4979.0,167.4,-15226.9,-1413.2,5009.0
414.5,10201.7,-3450.7,7.9,-1545.8,-4569.2,10777.0
-276.0,18247.4,4705.6,-23.9,-938.5,3638.5,18846.0
84.3,2222.7,-266.2,11.9,-213.0,-1774.3,2240.0
-1869.7,181.5,-666.9,33.8,-13889.9,-3910.0,1993.0
-176.7,11620.7,18253.5,16.3,-10727.5,6831.9,21639.0
-225.3,18179.7,-16391.8,-35.3,-6730.2,-7462.7,24479.0
645.1,255.1,-686.3,-9.5,-13145.9,-4836.6,975.0
-361.1,2952.4,-527.4,-8.8,-484.4,-2702.2,3020.0
1070.9,8107.2,24204.4,15.3,-13493.4,4518.5,25548.0
-193.3,39.9,-215.3,-81.7,-14411.3,-2742.1,292.0
256.7,8542.2,-2408.1,-2.5,-1078.5,-3825.4,8878.0
-235.2,23609.2,-7835.7,25.0,-1472.6,-4438.2,24876.0
474.5,-23621.7,-18319.2,58.7,-5774.1,7447.3,29896.0
9.1,-5472.5,12541.1,4.3,-12797.1,-5580.0,13683.0
-24.3,907.9,-1069.3,66.8,-8700.6,-7375.3,1402.0
333.5,-9821.2,38799.5,22.5,-14044.2,-3553.8,40024.0
-119.6,-2281.9,2818.8,40.8,-8978.3,-7262.0,3628.0
-271.8,-3182.4,1650.4,91.1,-3092.5,-5947.6,3595.0
25.1,129.3,586.9,-46.0,-14160.3,3160.7,601.0
-1308.5,18923.9,8569.7,-32.7,-2555.2,5637.5,20815.0
71.7,-14213.2,2778.9,169.7,-576.1,-2951.1,14482.0
-1800.8,-37478.9,23030.4,41.9,-4167.2,-6778.6,44026.0
335.5,-1355.2,-9559.1,-34.7,-14753.2,2094.8,9660.0
37.2,-3566.4,-5964.5,-10.7,-11027.6,6593.8,6949.0
-658.1,3246.1,-2574.3,-482.1,-7742.9,-9638.3,4194.0
-513.4,37272.0,13221.6,-52.5,-1671.1,4708.9,39550.0
274.8,12995.6,-19522.4,-27.8,-10456.5,-6960.0,23453.0
-81.6,3916.8,-6641.0,-90.9,-11336.4,-6682.1,7710.0
-502.5,-21194.1,-29007.2,110.3,-9809.3,7164.3,35928.0
73.2,5456.9,7387.9,8.9,-9735.3,7195.4,9184.0
-654.6,3729.1,-24430.1,-6.0,-14845.4,-2264.5,24721.0
30.0,7770.3,-2796.0,64.2,-1731.3,-4808.6,8258.0
-475.1,17723.0,-14639.8,-9.5,-6019.8,-7287.9,22992.0
64.6,1666.2,-621.3,0.5,-1848.5,-4945.8,1779.0
265.6,-1578.5,-10886.4,-33.9,-14740.9,2134.1,11003.0
-138.4,14445.9,-10226.0,-26.5,-5057.1,-7141.8,17699.0
225.4,42029.7,29512.7,-4.5,-5046.3,7187.1,51356.0
323.1,-20057.6,-9339.0,86.9,-2682.1,5762.2,22127.0
1909.4,3832.4,-11715.9,1481.3,-15117.0,-4697.7,12473.0
176.3,-2952.4,-8646.0,-232.5,-13526.6,4620.7,9137.0
82.5,31348.9,-32914.9,-37.7,-7890.4,-7515.1,45454.0
-1193.3,-2094.9,-43623.9,22.7,-15181.3,729.5,43690.0
-1312.9,-2382.4,-8501.5,84.6,-13915.8,3879.9,8926.0
-290.2,14402.3,18172.2,-57.7,-9218.5,7303.0,23189.0
-82.5,-2373.9,16188.6,-42.2,-14806.5,-2173.5,16361.0
-205.6,11838.9,-4490.6,-3.6,-1881.0,-4959.9,12663.0
-78.1,-2.3,-9.0,-38.8,-13350.8,4672.0,78.0
2.9,-9634.3,8289.6,53.8,-6427.0,-7467.7,12709.0
-80.9,9664.5,4010.5,-82.1,-2196.0,5292.0,10463.0
1432.0,-21380.0,18853.8,138.2,-6558.3,-7448.2,28541.0
191.6,18830.8,-7728.1,-133.4,-2223.3,-5420.4,20355.0
-1138.3,-8724.8,-20015.2,-444.7,-14511.9,6348.1,21863.0
-352.8,248.7,-428.9,53.2,-11036.5,-6507.5,608.0
64.0,-5979.8,-9435.8,-8.9,-10924.3,6918.6,11171.0
181.8,-17855.1,38737.1,73.4,-12376.5,-5705.4,42654.0
-146.8,16002.7,-20667.1,-11.3,-9341.4,-7232.6,26138.0
107.8,4248.1,20579.0,-2.7,-14479.1,2986.4,21013.0
1811.5,19061.7,-6041.5,52.5,-1394.1,-4383.4,20078.0
-155.0,42799.1,-513.0,-47.7,-2.4,-186.4,42802.0
-33.1,-3273.6,779.1,38.6,-811.2,-3409.7,3365.0
-642.9,25330.4,-12218.9,-12.0,-2900.9,-6013.0,28130.0
415.4,276.3,-1440.8,5.2,-14376.1,-2784.6,1524.0
-902.4,1052.5,5630.2,1.1,-14530.3,2715.0,5798.0
137.3,21030.5,31565.9,5.2,-10434.6,6952.8,37930.0
-1855.3,85.2,-566.0,1.3,-14673.2,-2220.6,1941.0
-152.9,306.8,-131.7,1.8,-2354.5,-5486.4,367.0
339.0,12892.9,4046.8,1.3,-1327.5,4228.3,13517.0
-24.7,12594.7,2850.8,10.7,-732.8,3237.7,12913.0
44.0,18855.7,-7504.6,-50.8,-2048.1,-5145.3,20294.0
-384.3,378.2,-1946.1,4.8,-14376.8,-2785.1,2019.0
-434.9,16550.2,12748.8,-40.9,-5627.2,7304.2,20895.0
-1322.8,-2998.2,2809.9,36.2,-6978.5,-7432.2,4316.0
820.0,3263.7,-823.1,43.3,-903.3,-3541.8,3464.0
31.9,-1775.1,-1089.5,43.4,-4055.7,6625.2,2083.0
252.1,-4731.4,-6587.6,-2.2,-9833.5,7067.3,8114.0
104.0,21892.1,-9800.3,164.6,-2483.5,-5544.9,23985.0
-1028.9,-17381.8,-9495.4,601.4,-3553.3,6440.1,19833.0
804.0,-33358.5,6304.8,24.6,-509.8,-2700.5,33958.0
-1158.3,-24870.2,1451.1,132.0,-73.1,-1146.6,24939.0
151.0,-1133.8,9123.8,36.7,-14756.6,-1839.0,9195.0
-90.8,1874.3,4506.3,67.5,-12771.6,5323.8,4881.0
-303.8,-41987.6,-4280.2,91.3,-161.1,1574.1,42206.0
-167.3,7366.4,8557.2,-17.5,-8662.8,7454.3,11292.0
-336.2,-1065.5,4755.9,22.4,-14163.5,-3162.4,4885.0
-302.9,17202.9,-11156.0,1.7,-4406.2,-6794.5,20505.0
-174.6,-18372.4,26181.8,338.8,-10304.1,-7226.9,31985.0
-491.0,42515.3,-12008.2,-41.9,-1143.5,-4047.0,44181.0
175.4,-5291.5,-209.2,17.5,-34.2,878.5,5298.0
382.7,9839.5,3973.3,-37.1,-2113.8,5236.7,10618.0
-109.4,-375.2,149.3,2.4,-2068.6,-5171.1,418.0
-410.7,2079.9,-997.0,-104.5,-2851.7,-5901.9,2342.0
668.3,39844.6,934.6,61.4,-26.2,1073.7,39861.0
1364.1,17708.9,-27001.4,-9.4,-10476.3,-6870.8,32319.0
-272.4,35059.9,26520.6,-32.9,-5546.1,7331.6,43961.0
-414.0,-161.8,-2294.2,17.7,-14990.3,1074.5,2336.0
-265.0,16173.1,-6621.6,12.2,-2153.7,-5261.1,17478.0
-71.3,-725.0,127.3,-6.5,-431.7,-2456.9,739.0
824.7,-2702.6,26525.1,-21.6,-15147.2,-1543.4,26675.0
452.8,-10004.8,-2521.6,-1476.6,-1828.8,6996.7,10327.0
-51.5,11107.9,7365.6,-21.1,-4585.6,6914.6,13328.0
361.4,4478.1,8585.1,-12.9,-11809.2,6165.0,9689.0
-1204.4,97.6,-235.2,3.7,-12949.8,-5161.2,1231.0
1560.5,6797.0,-10339.9,2.3,-10464.7,-6875.9,12471.0
-463.1,1263.9,-1154.1,2.2,-6755.5,-7387.4,1773.0
-97.4,16865.8,12646.5,35.6,-5375.8,7170.7,21080.0
-783.3,-7273.8,-797.1,-0.9,-146.8,1341.5,7359.0
-893.9,5989.4,-34132.5,-7.8,-14736.4,-2586.2,34665.0
1232.2,10908.6,-6393.8,15.4,-3843.2,-6555.3,12704.0
191.0,-172.6,-969.4,-64.1,-14642.9,2531.2,1003.0
70.1,-1061.3,-9450.4,24.5,-14891.1,1675.0,9510.0
-110.7,-42656.2,-532.6,47.5,-2.5,186.4,42659.0
608.3,-12.6,124.2,-229.0,-15055.2,-78.4,620.0
-71.4,-225.2,2507.3,60.2,-14877.6,-1350.2,2518.0
305.2,-752.1,-5574.3,-12.8,-14721.8,1988.9,5633.0
492.2,9170.6,-15323.5,-34.8,-11119.5,-6652.8,17864.0
142.1,-12648.3,3392.0,24.2,-1003.9,-3744.6,13096.0
-80.7,-26180.9,4049.4,36.0,-349.5,-2259.0,26492.0
232.2,-1346.8,-1500.8,105.3,-8421.1,7583.2,2029.0
194.0,1975.3,-4046.9,7.7,-12093.3,-5913.2,4507.0
1492.1,-736.2,-15953.6,15.3,-15257.5,702.5,16040.0
-1333.1,-34813.1,-47165.8,-214.5,-11467.0,8469.2,58637.0
374.0,21762.4,-8265.2,-3.7,-1873.9,-4933.4,23282.0
-688.8,21242.7,-1795.9,-18.2,-69.8,-818.6,21329.0
205.9,-4614.3,-5743.8,9.5,-9100.3,7305.2,7370.0
-33.4,-1730.3,4274.2,4.3,-12763.2,-5170.5,4611.0
-484.9,-42228.0,41500.6,43.6,-7464.2,-7594.2,59209.0
-238.3,26467.9,22674.4,-23.3,-6342.4,7403.6,34853.0
168.0,1457.9,652.6,16.8,-2494.1,5578.9,1606.0
419.5,-833.6,6252.1,24.6,-14725.2,-1960.8,6321.0
-217.4,-7395.2,3158.0,2.1,-2315.4,-5418.7,8044.0
-89.7,606.2,453.3,21.7,-5350.7,7192.6,762.0
-96.2,11333.7,15669.0,55.6,-9908.6,7169.0,19338.0
214.2,12227.6,-6507.9,-27.6,-3293.9,-6191.3,13853.0
139.8,4038.1,-8761.1,-50.2,-12429.4,-5729.8,9647.0
95.1,4174.2,14501.8,4.8,-13908.4,4001.2,15090.0
1138.0,4008.4,-28232.2,22.2,-14926.5,-2120.7,28538.0
-843.5,-15187.7,-6828.0,30.4,-2494.6,5543.9,16673.0
-1104.2,34031.8,-31029.1,-44.2,-6811.6,-7468.4,46067.0
428.7,843.0,2985.3,-711.6,-15771.7,4566.8,3131.0
63.1,135.7,-558.9,43.1,-14042.2,-3335.3,578.0
-138.3,-4567.8,11064.1,20.0,-12849.0,-5299.4,11970.0
-44.6,1058.4,-1747.0,-21.6,-10911.0,-6593.2,2043.0
-144.9,19155.4,-3375.6,-35.4,-539.3,-3058.8,19451.0
342.8,-17446.7,-10986.9,18.4,-4251.7,6752.4,20620.0
-1931.9,-19694.2,-23720.7,110.5,-8841.3,7330.4,30891.0
-1140.1,-7849.4,-18030.3,-444.6,-14512.0,6348.0,19697.0
-67.6,-35479.1,13173.6,44.2,-1773.1,-4774.5,37845.0
78.5,1988.9,-3372.6,-89.0,-11336.3,-6682.0,3916.0
429.3,-3657.8,-11258.7,28.0,-13570.3,4408.6,11845.0
-270.5,-17799.8,-47350.3,60.9,-13081.3,4916.5,50586.0
-652.1,-5076.2,27601.2,-102.3,-14380.3,-2646.9,28071.0
294.3,-2847.9,-5059.3,-85.0,-11320.8,6362.0,5813.0
-476.5,8279.4,6412.8,-17.5,-5610.4,7239.3,10483.0
-333.1,9755.0,-12138.2,-211.6,-9149.6,-7345.3,15575.0
125.3,-286.2,1576.6,-30.3,-14669.7,-2643.8,1607.0
-171.0,2313.2,-3733.2,-28.4,-10808.6,-6694.6,4395.0
10.8,-902.0,-757.6,-21.1,-6199.5,7367.0,1178.0
-10.7,-251.3,-33.8,0.4,-268.6,1983.8,253.0
162.9,7.2,41.6,-35.1,-14750.9,2306.2,168.0
1323.4,15448.1,-33407.0,-50.6,-12359.6,-5716.6,36829.0
-220.2,6172.3,8326.2,-22.5,-9720.8,7208.4,10366.0
16.4,1623.6,2815.8,-7.9,-11305.7,6515.9,3250.0
-314.1,7544.8,8283.1,-11.5,-8186.6,7458.9,11208.0
481.1,-1655.6,-1186.0,1.5,-5046.3,7060.6,2092.0
1050.3,-5848.3,-18108.6,28.6,-13608.3,4394.4,19058.0
553.4,31825.1,-15192.6,-41.7,-2828.6,-5926.3,35269.0
-63.0,-4686.9,15874.3,71.3,-13973.8,-4122.3,16551.0
-1655.6,-24855.6,-3720.2,9.1,26.2,-179.3,25186.0
-304.4,-38911.7,46224.1,44.4,-8769.6,-7381.5,60422.0
82.5,-31261.5,-21874.6,1.2,-4951.6,7076.0,38154.0
70.3,2187.9,-2433.2,-2.8,-8291.7,-7469.3,3273.0
344.7,2522.0,-374.5,75.2,-341.6,-2232.9,2572.0
135.2,-17404.4,-27208.9,116.9,-10611.4,6788.3,32299.0
-10.3,976.9,2387.2,54.4,-12766.3,5227.7,2579.0
-45.6,-5858.2,13711.2,-3.8,-12772.8,-5458.7,14910.0
-649.2,933.2,-2792.0,40.1,-13406.3,-4485.0,3014.0
-1110.7,-692.8,-13240.8,12.9,-15165.3,794.8,13305.0
-53.5,886.6,4286.4,6.4,-14388.0,2968.3,4377.0
-167.4,-14.2,-88.6,1.3,-14895.6,2097.6,189.0
305.6,-3294.1,-1201.2,23.9,-1740.9,4779.4,3519.0
279.0,17626.7,13515.4,-15.8,-5544.5,7231.2,22213.0
-101.0,-1132.6,-680.9,-6.6,-3998.8,6648.6,1325.0
1575.7,18943.0,47546.6,-53.2,-13171.0,5248.5,51205.0
301.9,-7148.9,4656.9,8.2,-4480.6,-6878.1,8537.0
-398.6,2696.4,-926.0,-79.2,-1625.3,-4693.1,2878.0
211.2,177.1,-1173.2,74.6,-14575.8,-2156.3,1205.0
486.5,821.0,6255.8,-6.7,-14937.9,1962.5,6328.0
483.0,1811.8,20624.2,70.2,-15071.4,1322.8,20709.0
82.4,10596.0,-4400.7,16.4,-2254.0,-5427.0,11473.0
-70.3,16606.5,16655.2,-18.1,-7548.4,7526.4,23519.0
-268.3,18367.5,4735.0,-24.0,-938.5,3638.5,18969.0
46.1,311.1,-664.3,49.8,-12199.7,-5717.1,735.0
146.3,-25167.2,5462.5,35.6,-675.6,-3113.1,25753.0
-347.0,-3969.1,-2599.2,32.5,-4506.2,6872.2,4757.0
58.1,126.7,857.1,-9.8,-14740.1,2237.5,868.0
110.2,-10166.1,15636.9,15.8,-10739.6,-6981.0,18651.0
-55.8,15452.5,-45722.9,17.9,-13401.1,-4530.3,48263.0
1132.2,12624.0,-1944.6,44.5,-361.7,-2322.4,12822.0
-22.6,-21824.0,24465.0,22.6,-8365.9,-7461.3,32784.0
-164.0,-15139.3,-11646.2,12.2,-5609.1,7292.2,19101.0
1133.1,-20399.2,16730.1,7.9,-6148.0,-7495.8,26406.0
1057.2,-17682.5,4458.8,-1323.7,-1660.5,-6269.1,18266.0
-793.5,5963.2,22431.8,-5.4,-14028.8,3728.2,23224.0
-1009.0,2313.5,-46355.1,-26.5,-15188.3,-756.0,46423.0
-680.9,998.6,-9177.2,-21.2,-15054.0,-1633.9,9256.0
-92.5,1712.4,-758.4,0.4,-2477.4,-5595.7,1875.0
494.8,3417.9,7811.3,-6.7,-12469.8,5450.8,8540.0
-269.7,44.2,-535.7,38.1,-14780.0,-1255.7,601.0
-138.7,1149.9,3672.7,16.2,-13716.3,4305.1,3850.0
-76.8,-3837.1,13011.2,70.4,-13973.8,-4122.3,13565.0
-19.5,38893.7,-30500.8,-15.6,-5853.3,-7464.5,49426.0
5.6,3023.2,-4824.4,1.8,-10712.5,-6708.3,5693.0
-413.2,28684.5,25223.1,-51.3,-6494.2,7384.4,38199.0
-262.2,15866.8,15852.4,-6.0,-7524.9,7532.6,22430.0
-155.1,15222.8,12311.8,-22.7,-6019.8,7443.9,19579.0
-4.2,-2684.2,5006.1,33.4,-11666.4,-6257.3,5680.0
-8.2,14312.3,-22553.7,-27.0,-10697.2,-6787.8,26711.0
-370.6,-1296.7,-27468.6,13.0,-15182.8,714.5,27501.0
-201.7,-39809.8,-9504.0,48.7,-807.6,3382.3,40929.0
-1865.9,9.7,52.9,-29.7,-14943.2,539.0,1866.0
-128.7,10288.5,-4823.6,-34.6,-2709.0,-5777.4,11363.0
455.2,-5644.6,-14392.2,30.7,-12985.9,5091.3,15466.0
